date,news,what_it_affects,source,raw_text
2019-04-20,Single value-added tax regime agreed with IMF,IMF / External Financing; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1477276/single-value-added-tax-regime-agreed-with-imf,"Pakistan Single value-added tax regime agreed with IMF Agriculture income and immovable property taxes to be strengthened under three-year Fund programme. Updated 20 Apr, 2019 07:35am"
2019-04-20,Textile makers plan $1bn capacity expansion,Textile Sector,https://www.dawn.com/news/1477288/textile-makers-plan-1bn-capacity-expansion,"Pakistan Textile makers plan $1bn capacity expansion The group that plans to invest include leading textile manufacturers such as Sapphire, Suraj, Kamal, US Apparel. Updated 20 Apr, 2019 07:55am"
2019-04-21,Major industrial sectors see spike in FDI,Foreign Investment / FPI; Textile Sector,https://www.dawn.com/news/1477425/major-industrial-sectors-see-spike-in-fdi,"Business Major industrial sectors see spike in FDI Key industries including textile, chemicals, pharma and electrical machinery see inflows jumping 50-800pc. Updated 21 Apr, 2019 07:37am"
2019-04-21,"PM sets ‘responsibilities, targets’ for new economic team",Political Stability / Government,https://www.dawn.com/news/1477448/pm-sets-responsibilities-targets-for-new-economic-team,"Business PM sets ‘responsibilities, targets’ for new economic team SAPM Firdous Awan says Asad Umar a ""family member"" in PTI team, hopes he will be back soon. Updated 21 Apr, 2019 08:02am"
2019-04-21,Time for Opec to spring back in action,Oil & Gas / Energy Sector,https://www.dawn.com/news/1477423/time-for-opec-to-spring-back-in-action,"Business Time for Opec to spring back in action Although the crude market is on the up, the global economy is not in the best of health. Updated 21 Apr, 2019 08:55am"
2019-04-22,Govt to go ahead with tax amnesty scheme,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1477637/govt-to-go-ahead-with-tax-amnesty-scheme,"Business Govt to go ahead with tax amnesty scheme PM's Adviser on Finance Abdul Hafeez Shaikh wants procedure simplified, presented to larger group for consultations. Updated 22 Apr, 2019 07:34am"
2019-04-22,Oil prices soar by about 3pc as US plans end to Iran sanction waivers,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1477698/oil-prices-soar-by-about-3pc-as-us-plans-end-to-iran-sanction-waivers,"World Oil prices soar by about 3pc as US plans end to Iran sanction waivers Iranian official says US will fail to cut Iranian oil exports to zero. Updated 15 May, 2019 05:24pm"
2019-04-23,$551m facility signed with ITFC for fuel imports,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1477833/551m-facility-signed-with-itfc-for-fuel-imports,"Business $551m facility signed with ITFC for fuel imports Funds will be used to procure crude oil, petroleum products and LNG shipments. Updated 23 Apr, 2019 08:41am"
2019-04-23,FBR told to make Asset Declaration Scheme 'more attractive',Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1477936/fbr-told-to-make-asset-declaration-scheme-more-attractive,"Business FBR told to make Asset Declaration Scheme 'more attractive' Sheikh, the PM's adviser, says the scheme should be easy to understand so maximum people join the formal economy. Published 23 Apr, 2019 09:35pm"
2019-04-23,"Foreign, local companies eager to invest in gas sector",Oil & Gas / Energy Sector,https://www.dawn.com/news/1477822/foreign-local-companies-eager-to-invest-in-gas-sector,"Business Foreign, local companies eager to invest in gas sector Investment could help end energy crisis, tame circular debt and reduce gas, power prices: APCNGA central leader. Updated 23 Apr, 2019 09:26am"
2019-04-23,Govt eyes $1.5bn in project funding from World Bank,IMF / External Financing,https://www.dawn.com/news/1477832/govt-eyes-15bn-in-project-funding-from-world-bank,"Business Govt eyes $1.5bn in project funding from World Bank Pakistan has cleared almost all WB-funded projects that have been delayed due to political transition in the country. Updated 23 Apr, 2019 08:47am"
2019-04-23,Oil import up 3.8pc in nine months,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1477829/oil-import-up-38pc-in-nine-months,"Business Oil import up 3.8pc in nine months Rise in imported value led by surge in LNG, while cost of petroleum product dipped. Updated 23 Apr, 2019 09:03am"
2019-04-23,Summary on Pakistan Steel revival plan delayed,Privatization / Divestment,https://www.dawn.com/news/1477830/summary-on-pakistan-steel-revival-plan-delayed,"Business Summary on Pakistan Steel revival plan delayed Govt has decided to place PSM under Privatisation Commission again to finalise revival plan. Updated 23 Apr, 2019 08:52am"
2019-04-24,Asad Umar responds to PPP's criticism with party's own record on economic management,Political Stability / Government,https://www.dawn.com/news/1478121/asad-umar-responds-to-ppps-criticism-with-partys-own-record-on-economic-management,"Business Asad Umar responds to PPP's criticism with party's own record on economic management Alleges that opposition's boisterous criticism is a result of ""the noose tightening around stolen wealth"". Updated 24 Apr, 2019 08:09pm"
2019-04-24,"Hafeez moves on amnesty scheme as IMF, FATF nod awaited",IMF / External Financing,https://www.dawn.com/news/1478061/hafeez-moves-on-amnesty-scheme-as-imf-fatf-nod-awaited,"Business Hafeez moves on amnesty scheme as IMF, FATF nod awaited The adviser is also expected to discuss the broad contours of the scheme with the visiting IMF team. Updated 24 Apr, 2019 08:19am"
2019-04-24,"New FTA with China to increase exports by $500m, says Dawood",Current Account / Trade,https://www.dawn.com/news/1478060/new-fta-with-china-to-increase-exports-by-500m-says-dawood,"Business New FTA with China to increase exports by $500m, says Dawood The second phase of China-Pakistan FTA is scheduled to be signed in Beijing on April 28 during PM Khan's visit. Updated 24 Apr, 2019 08:28am"
2019-04-24,"New economic team fine-tuning amnesty plan, cabinet told",Political Stability / Government,https://www.dawn.com/news/1478062/new-economic-team-fine-tuning-amnesty-plan-cabinet-told,"Pakistan New economic team fine-tuning amnesty plan, cabinet told Firdous Ashiq Awan insists fresh amnesty scheme is better than the one launched by PML-N govt. Updated 24 Apr, 2019 07:33am"
2019-04-24,"Supreme Court restores all taxes on mobile phone top-ups, wraps up suo motu case",Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1478131/supreme-court-restores-all-taxes-on-mobile-phone-top-ups-wraps-up-suo-motu-case,"Pakistan Supreme Court restores all taxes on mobile phone top-ups, wraps up suo motu case Chief Justice Asif Saeed Khosa says the top court will not interfere in matters of public revenue and tax collection. Updated 24 Apr, 2019 09:28pm"
2019-04-25,ADB chief says bank will continue to grant loans to China,IMF / External Financing,https://www.dawn.com/news/1478329/adb-chief-says-bank-will-continue-to-grant-loans-to-china,"Business ADB chief says bank will continue to grant loans to China The Japanese govt, which is a founding member of the ADB, has urged the Manila-based lender to stop lending to China. Published 25 Apr, 2019 04:09pm"
2019-04-25,"Global oil market ready for end to Iran crude exports, say US officials",Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1478330/global-oil-market-ready-for-end-to-iran-crude-exports-say-us-officials,"World Global oil market ready for end to Iran crude exports, say US officials “Now is the right time to go to zero,” says one US official about Iranian crude oil exports. Updated 16 May, 2019 08:11am"
2019-04-25,LHC takes away suo motu powers of FBR,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1478248/lhc-takes-away-suo-motu-powers-of-fbr,"Pakistan LHC takes away suo motu powers of FBR Collection of sales tax from unregistered businesspersons termed unlawful. Updated 25 Apr, 2019 08:04am"
2019-04-25,NA body to move against withdrawal of duty on cotton imports,Fiscal Policy / Budget / Taxes; Current Account / Trade,https://www.dawn.com/news/1478247/na-body-to-move-against-withdrawal-of-duty-on-cotton-imports,"Business NA body to move against withdrawal of duty on cotton imports Small-scale and poor farmers have complained that policy makers remain inaccessible to them. Updated 25 Apr, 2019 08:05am"
2019-04-25,Pakistan Stock Exchange suspends trading due to technical glitch,Stock Market (Direct),https://www.dawn.com/news/1478313/pakistan-stock-exchange-suspends-trading-due-to-technical-glitch,"Pakistan Pakistan Stock Exchange suspends trading due to technical glitch Trading has been suspended after more than 25 brokerage houses were unable to access the trading network. Published 25 Apr, 2019 11:46am"
2019-04-25,"Pakistan’s CAD lower than regional average, but more volatile: UNDP",Current Account / Trade,https://www.dawn.com/news/1478245/pakistans-cad-lower-than-regional-average-but-more-volatile-undp,"World Pakistan’s CAD lower than regional average, but more volatile: UNDP UNDP says that Pakistan’s current account deficit is lower than that of Egypt, Morocco, Sri Lanka and Turkey. Updated 25 Apr, 2019 08:08am"
2019-04-26,Commodities: Active buying on cotton market,Textile Sector,https://www.dawn.com/news/1478459/commodities-active-buying-on-cotton-market,"Business Commodities: Active buying on cotton market Much of the activity remains around quality cotton though many textile spinners were unable to get hold of deals. Updated 26 Apr, 2019 09:05am"
2019-04-26,LTFF limit raised to Rs2.5bn,Monetary Policy / Interest Rates; Current Account / Trade,https://www.dawn.com/news/1478462/ltff-limit-raised-to-rs25bn,"Business LTFF limit raised to Rs2.5bn The SBP says the decision has been taken to promote investment in the export-oriented projects. Updated 26 Apr, 2019 09:14am"
2019-04-26,Reserves fall,Monetary Policy / Interest Rates; Debt / External Debt,https://www.dawn.com/news/1478465/reserves-fall,"Business Reserves fall The SBP attributes this decline to external debt servicing and other official payments. Updated 26 Apr, 2019 09:16am"
2019-04-26,Tax filing date,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1478460/tax-filing-date,"Business Tax filing date The due date for the payment of Sindh sales tax, e-filing of SST return for March has been extended to April 30, May 3. Updated 26 Apr, 2019 09:10am"
2019-04-26,"Wheat, flour prices rise",Current Account / Trade,https://www.dawn.com/news/1478469/wheat-flour-prices-rise,"Business Wheat, flour prices rise The prices raise after reports of crop damage in Punjab due to recent rains coupled with brisk exports of the commodity. Updated 26 Apr, 2019 08:51am"
2019-04-26,World Bank CEO pledges to 'further strengthen cooperation with Pakistan',IMF / External Financing; Political Stability / Government,https://www.dawn.com/news/1478553/world-bank-ceo-pledges-to-further-strengthen-cooperation-with-pakistan,"Business World Bank CEO pledges to 'further strengthen cooperation with Pakistan' Prime Minister Imran Khan met with the World Bank chief on the sidelines of the second Belt and Road Forum (BRF). Published 26 Apr, 2019 04:17pm"
2019-04-27,Gas shortage to increase by 157pc next fiscal year,Oil & Gas / Energy Sector,https://www.dawn.com/news/1478633/gas-shortage-to-increase-by-157pc-next-fiscal-year,"Pakistan Gas shortage to increase by 157pc next fiscal year Ogra issues its State of the Industry Report for 2017-18. Updated 27 Apr, 2019 07:51am"
2019-04-27,IMF team coming to negotiate three-year bailout package,IMF / External Financing,https://www.dawn.com/news/1478657/imf-team-coming-to-negotiate-three-year-bailout-package,"Business IMF team coming to negotiate three-year bailout package Technical level talks to begin from 29th. Updated 27 Apr, 2019 09:01am"
2019-04-27,"Pakistan didn’t seek cancellation of projects, says World Bank",IMF / External Financing,https://www.dawn.com/news/1478641/pakistan-didnt-seek-cancellation-of-projects-says-world-bank,"Pakistan Pakistan didn’t seek cancellation of projects, says World Bank Both projects were prepared at request of Pakistan’s EAD, subsequently approved by the executive directors of the WB. Updated 27 Apr, 2019 08:59am"
2019-04-27,Qatar eyes long-term Pakistan LNG deal,Oil & Gas / Energy Sector,https://www.dawn.com/news/1478653/qatar-eyes-long-term-pakistan-lng-deal,"Business Qatar eyes long-term Pakistan LNG deal Pakistan, with 208 million people, is running out of domestic gas and has turned to liquefied natural gas. Updated 27 Apr, 2019 09:03am"
2019-04-28,Amazon tribe wins first victory against oil companies,Oil & Gas / Energy Sector,https://www.dawn.com/news/1478934/amazon-tribe-wins-first-victory-against-oil-companies,"World Amazon tribe wins first victory against oil companies Court ruling block companies' entry onto ancestral Amazonian lands for oil exploration activities. Updated 28 Apr, 2019 10:42am"
